state,district,cluster_label,total_bio,ratio_5_17,ratio_17_plus,key_insight,recommendation,lat,lng,growth_factor,predicted_load,alert_status,recommendation_engine
Maharashtra,Latur,Medium Load,28949,0.3302704756640989,0.669729524335901,Balanced biometric usage across age groups.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,22.1868595285946,74.37142692426684,1.2389531459764855,35866,High Risk,CRITICAL: Deploy 35 additional mobile units.
Maharashtra,Mumbai,High Load,39213,0.1954198862622089,0.804580113737791,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.","High biometric authentication pressure detected. Recommended actions: increase Aadhaar authentication infrastructure, deploy additional servers, and optimize load distribution.",22.65112883629133,73.55426916829255,1.2199294781354824,47837,High Risk,CRITICAL: Deploy 47 additional mobile units.
Maharashtra,Mumbai City,Medium Load,4459,0.434850863422292,0.565149136577708,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,17.96209401041494,73.81534903542816,1.0994696203486396,4902,Normal,Stable: Monitor weekly.
Maharashtra,Mumbai Suburban,Medium Load,16821,0.4368349087450211,0.5631650912549789,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,22.11393826004722,76.63575531394976,1.1401088270620188,19177,High Risk,CRITICAL: Deploy 19 additional mobile units.
Maharashtra,Mumbai( Sub Urban ),Medium Load,292,0.1267123287671233,0.8732876712328768,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,17.66262569933364,75.35194051021008,1.075831883030299,314,Normal,Stable: Monitor weekly.
Maharashtra,Nagpur,High Load,41760,0.2756944444444444,0.7243055555555555,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.","High biometric authentication pressure detected. Recommended actions: increase Aadhaar authentication infrastructure, deploy additional servers, and optimize load distribution.",20.441788150418812,73.21078450993629,1.2408102054517445,51816,High Risk,CRITICAL: Deploy 51 additional mobile units.
Maharashtra,Nanded,High Load,38713,0.3821455325084597,0.6178544674915403,Balanced biometric usage across age groups.,"High biometric authentication pressure detected. Recommended actions: increase Aadhaar authentication infrastructure, deploy additional servers, and optimize load distribution.",22.044498210444033,77.5316212126492,1.171234926890176,45342,High Risk,CRITICAL: Deploy 45 additional mobile units.
Maharashtra,Nandurbar,Medium Load,17441,0.2982053781319878,0.7017946218680121,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,19.78124064145983,78.51275969155502,1.0957285611006926,19110,High Risk,CRITICAL: Deploy 19 additional mobile units.
Maharashtra,Nandurbar *,Low Load,25,0.04,0.96,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,19.256565875650598,78.61466191421898,1.1843401368811715,29,Normal,Stable: Monitor weekly.
Maharashtra,Nashik,High Load,62951,0.3070959952979301,0.6929040047020698,Balanced biometric usage across age groups.,"High biometric authentication pressure detected. Recommended actions: increase Aadhaar authentication infrastructure, deploy additional servers, and optimize load distribution.",20.757519992821763,76.51802763952364,1.1736256480915792,73880,High Risk,CRITICAL: Deploy 73 additional mobile units.
Maharashtra,Osmanabad,Medium Load,18016,0.4068605683836589,0.5931394316163411,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,17.74572937177471,78.00156654982786,1.1216325436065682,20207,High Risk,CRITICAL: Deploy 20 additional mobile units.
Maharashtra,Palghar,Medium Load,14918,0.4886043705590562,0.5113956294409439,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,19.31493812752369,73.68340043469487,1.0727115184399258,16002,Normal,Stable: Monitor weekly.
Maharashtra,Parbhani,Medium Load,20857,0.4724552907896629,0.527544709210337,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,16.825645119854556,76.0685341018303,1.18431463911856,24701,High Risk,CRITICAL: Deploy 24 additional mobile units.
Maharashtra,Pune,High Load,66320,0.3564234016887816,0.6435765983112184,Balanced biometric usage across age groups.,"High biometric authentication pressure detected. Recommended actions: increase Aadhaar authentication infrastructure, deploy additional servers, and optimize load distribution.",19.914397732736056,77.02612173421494,1.1540615401807588,76537,High Risk,CRITICAL: Deploy 76 additional mobile units.
Maharashtra,Raigad,Medium Load,1914,0.199582027168234,0.800417972831766,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,22.091548318106813,73.18643950785817,1.2044636783471279,2305,Normal,Stable: Monitor weekly.
Maharashtra,Raigarh,Medium Load,15514,0.4120149542348846,0.5879850457651153,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,21.138978942042172,73.8344716645855,1.1540327002223987,17903,High Risk,CRITICAL: Deploy 17 additional mobile units.
Maharashtra,Raigarh(Mh),Low Load,27,0.037037037037037,0.9629629629629628,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,21.899062318942985,77.62438108316994,1.220436300063708,32,Normal,Stable: Monitor weekly.
Maharashtra,Ratnagiri,Medium Load,12573,0.2660462896683369,0.7339537103316631,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,19.994762529913267,76.97145679173987,1.160381367754897,14589,Normal,Stable: Monitor weekly.
Maharashtra,Sangli,High Load,26313,0.3570858511002166,0.6429141488997834,Balanced biometric usage across age groups.,"High biometric authentication pressure detected. Recommended actions: increase Aadhaar authentication infrastructure, deploy additional servers, and optimize load distribution.",18.63610067910249,75.53700739359688,1.1621875943070772,30580,High Risk,CRITICAL: Deploy 30 additional mobile units.
Maharashtra,Satara,High Load,22415,0.3658264554985501,0.6341735445014499,Balanced biometric usage across age groups.,"High biometric authentication pressure detected. Recommended actions: increase Aadhaar authentication infrastructure, deploy additional servers, and optimize load distribution.",21.67982138626283,75.46559118303928,1.225330720531669,27465,High Risk,CRITICAL: Deploy 27 additional mobile units.
Maharashtra,Sindhudurg,Medium Load,5762,0.3448455397431447,0.6551544602568553,Balanced biometric usage across age groups.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,18.89678959195265,75.6752746835018,1.1306965732424794,6515,Normal,Stable: Monitor weekly.
Maharashtra,Solapur,High Load,35389,0.3752013337477747,0.6247986662522252,Balanced biometric usage across age groups.,"High biometric authentication pressure detected. Recommended actions: increase Aadhaar authentication infrastructure, deploy additional servers, and optimize load distribution.",21.71949551462331,74.72124828422523,1.076803045690128,38106,High Risk,CRITICAL: Deploy 38 additional mobile units.
Maharashtra,Thane,High Load,53289,0.2503706205783557,0.7496293794216442,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.","High biometric authentication pressure detected. Recommended actions: increase Aadhaar authentication infrastructure, deploy additional servers, and optimize load distribution.",17.792569558814463,76.98208412198468,1.0557565352626679,56260,High Risk,CRITICAL: Deploy 56 additional mobile units.
Maharashtra,Wardha,Medium Load,15059,0.3032737897602762,0.6967262102397237,Balanced biometric usage across age groups.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,21.705869276248492,73.3138248711412,1.2010274511347239,18086,High Risk,CRITICAL: Deploy 18 additional mobile units.
Maharashtra,Washim,Medium Load,14279,0.2852440647104139,0.7147559352895861,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,18.18924467653567,73.56183193856596,1.174061910270693,16764,High Risk,CRITICAL: Deploy 16 additional mobile units.
Maharashtra,Washim *,Low Load,16,0.25,0.75,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,18.837648469493,75.41210587343247,1.1908159536198446,19,Normal,Stable: Monitor weekly.
Maharashtra,Yavatmal,High Load,38430,0.2656258131667968,0.7343741868332032,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.","High biometric authentication pressure detected. Recommended actions: increase Aadhaar authentication infrastructure, deploy additional servers, and optimize load distribution.",21.242958021779838,76.61688550929004,1.0925928323017822,41988,High Risk,CRITICAL: Deploy 41 additional mobile units.
Manipur,Bishnupur,Low Load,1134,0.4629629629629629,0.5370370370370371,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,21.55742853982745,77.77899957287723,1.077274295117354,1221,Normal,Stable: Monitor weekly.
Manipur,Chandel,Low Load,1147,0.2188317349607672,0.7811682650392328,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,23.32158042467808,78.73029733918531,1.0529089331335764,1207,Normal,Stable: Monitor weekly.
Manipur,Churachandpur,Low Load,1668,0.4790167865707434,0.5209832134292566,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,24.422839504121235,80.03313710636588,1.1201175117613194,1868,Normal,Stable: Monitor weekly.
Manipur,Imphal East,Low Load,2703,0.3825379208287088,0.6174620791712911,Balanced biometric usage across age groups.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,17.60011793251602,80.36942049660347,1.1679835373709266,3157,Normal,Stable: Monitor weekly.
Manipur,Imphal West,Low Load,2260,0.4013274336283186,0.5986725663716814,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,19.190832123453593,80.45061757348877,1.1284488090199465,2550,Normal,Stable: Monitor weekly.
Manipur,Jiribam,Low Load,294,0.1054421768707483,0.8945578231292517,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,17.147129185299246,76.35905149740766,1.137494984404746,334,Normal,Stable: Monitor weekly.
Manipur,Kakching,Low Load,103,0.5728155339805825,0.4271844660194174,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,23.435898071246292,76.77743645618811,1.2308317388987497,126,Normal,Stable: Monitor weekly.
Manipur,Pherzawl,Low Load,2,1.0,0.0,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,23.28632900194352,77.19420870763528,1.1196510934046602,2,Normal,Stable: Monitor weekly.
Manipur,Senapati,Low Load,2118,0.3966005665722379,0.603399433427762,Balanced biometric usage across age groups.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,21.73305528046966,80.51320458807864,1.1527978978319622,2441,Normal,Stable: Monitor weekly.
Manipur,Tamenglong,Low Load,626,0.3338658146964856,0.6661341853035144,Balanced biometric usage across age groups.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,20.691238025160423,77.40248541357384,1.2067306025482285,755,Normal,Stable: Monitor weekly.
Manipur,Thoubal,Low Load,2362,0.4449618966977138,0.5550381033022862,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,18.29115501096877,75.2255148364994,1.129308556464254,2667,Normal,Stable: Monitor weekly.
Manipur,Ukhrul,Low Load,1787,0.2249580302182428,0.7750419697817571,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,19.02157120992579,80.18530232425026,1.1744173400455746,2098,Normal,Stable: Monitor weekly.
Meghalaya,East Garo Hills,Low Load,444,0.1756756756756756,0.8243243243243243,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,24.096438547587862,81.9296358581044,1.222472741749349,542,Normal,Stable: Monitor weekly.
Meghalaya,East Jaintia Hills,Low Load,228,0.6008771929824561,0.3991228070175439,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,22.71851821228242,81.26757874602639,1.2399041247315283,282,Normal,Stable: Monitor weekly.
Meghalaya,East Khasi Hills,Low Load,2882,0.339000693962526,0.6609993060374739,Balanced biometric usage across age groups.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,21.909879227807963,77.04229486052802,1.0794146961858075,3110,Normal,Stable: Monitor weekly.
Meghalaya,Eastern West Khasi Hills,Low Load,1,0.0,1.0,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,23.84756024564664,80.32585849524666,1.235317525032299,1,Normal,Stable: Monitor weekly.
Meghalaya,Jaintia Hills,Low Load,2,0.0,1.0,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,21.073525047843518,75.84791575370784,1.1484232586159075,2,Normal,Stable: Monitor weekly.
Meghalaya,North Garo Hills,Low Load,184,0.5,0.5,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,20.166444350451403,78.6428661696154,1.1016488776597917,202,Normal,Stable: Monitor weekly.
Meghalaya,Ri Bhoi,Low Load,432,0.5,0.5,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,23.50650887618136,79.3331857615023,1.1418271512476523,493,Normal,Stable: Monitor weekly.
Meghalaya,South Garo Hills,Low Load,231,0.29004329004329,0.70995670995671,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,19.63320439176328,82.77440262808527,1.2460065150570954,287,Normal,Stable: Monitor weekly.
Meghalaya,South West Garo Hills,Low Load,785,0.2038216560509554,0.7961783439490446,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,17.475764746610526,78.34038742649555,1.148523618798574,901,Normal,Stable: Monitor weekly.
Meghalaya,South West Khasi Hills,Low Load,603,0.2802653399668325,0.7197346600331676,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,16.92619740137124,80.87923296613543,1.1157503220575016,672,Normal,Stable: Monitor weekly.
Meghalaya,West Garo Hills,Low Load,4894,0.1943195749897834,0.8056804250102166,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,23.934612417593204,77.20029863640391,1.1766801708633452,5758,Normal,Stable: Monitor weekly.
Meghalaya,West Jaintia Hills,Low Load,931,0.640171858216971,0.359828141783029,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,23.456733414392968,77.29774584369518,1.0980291237556385,1022,Normal,Stable: Monitor weekly.
Meghalaya,West Khasi Hills,Low Load,723,0.4550484094052558,0.5449515905947441,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,23.87616129315132,80.99169522877426,1.0651726656217329,770,Normal,Stable: Monitor weekly.
Mizoram,Aizawl,Medium Load,15785,0.765410199556541,0.2345898004434589,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,23.02925421473151,75.10405244480363,1.07577594438213,16981,High Risk,CRITICAL: Deploy 16 additional mobile units.
Mizoram,Champhai,Low Load,7852,0.8053998981151299,0.1946001018848701,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,24.29248285659221,80.77336793656258,1.0756091677915545,8445,Normal,Stable: Monitor weekly.
Mizoram,Hnahthial,Low Load,2,0.5,0.5,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,19.028008763089066,81.59515731887078,1.080380538702459,2,Normal,Stable: Monitor weekly.
Mizoram,Khawzawl,Low Load,2,0.5,0.5,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,18.84216958731944,81.94203071652902,1.0777654345298822,2,Normal,Stable: Monitor weekly.
Mizoram,Kolasib,Low Load,4947,0.8053365676167374,0.1946634323832625,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,17.490643123295495,80.58948781968635,1.178174948960643,5828,Normal,Stable: Monitor weekly.
Mizoram,Lawngtlai,Low Load,3973,0.7696954442486785,0.2303045557513214,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,20.915587813159284,75.73227576156351,1.086376016879829,4316,Normal,Stable: Monitor weekly.
Mizoram,Lunglei,Low Load,5777,0.7586982863077723,0.2413017136922278,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,18.52515062607071,75.05923229021852,1.1191334566647726,6465,Normal,Stable: Monitor weekly.
Mizoram,Mamit,Low Load,4652,0.8639294926913156,0.1360705073086844,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,20.340143723716047,77.37012208608,1.2293576819812024,5718,Normal,Stable: Monitor weekly.
Mizoram,Mammit,Low Load,1375,0.6712727272727272,0.3287272727272727,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,21.37685987438207,77.33790246166893,1.1447923280525745,1574,Normal,Stable: Monitor weekly.
Mizoram,Saiha,Low Load,2617,0.8685517768437142,0.1314482231562858,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,18.989352892055877,80.90554558985282,1.1835115477042055,3097,Normal,Stable: Monitor weekly.
Mizoram,Saitual,Low Load,29,0.3793103448275862,0.6206896551724138,Balanced biometric usage across age groups.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,16.97514268782683,82.18315996153589,1.084463974240326,31,Normal,Stable: Monitor weekly.
Mizoram,Serchhip,Low Load,4123,0.7363570215862236,0.2636429784137764,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,23.40811099512945,80.30243746581125,1.0884578037617343,4487,Normal,Stable: Monitor weekly.
Nagaland,Chumukedima,Low Load,121,0.3223140495867768,0.6776859504132231,Balanced biometric usage across age groups.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,21.335772560859073,82.09841998511722,1.0581737232532957,128,Normal,Stable: Monitor weekly.
Nagaland,Dimapur,Low Load,3497,0.3245639119245067,0.6754360880754933,Balanced biometric usage across age groups.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,18.072641436229716,75.59175329752662,1.0837870126144329,3790,Normal,Stable: Monitor weekly.
Nagaland,Kiphire,Low Load,563,0.3072824156305506,0.6927175843694494,Balanced biometric usage across age groups.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,18.506081359276305,81.31662622960151,1.1057180678063918,622,Normal,Stable: Monitor weekly.
Nagaland,Kohima,Low Load,2110,0.143127962085308,0.8568720379146919,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,16.867362133811866,79.62245468066791,1.0854020968553495,2290,Normal,Stable: Monitor weekly.
Nagaland,Longleng,Low Load,496,0.1975806451612903,0.8024193548387096,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,24.55350012953048,81.8055687507003,1.0677405067514112,529,Normal,Stable: Monitor weekly.
Nagaland,Meluri,Low Load,10,0.2,0.8,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,20.761565512348717,75.46912727429313,1.0741271742201202,10,Normal,Stable: Monitor weekly.
Nagaland,Mokokchung,Low Load,785,0.2292993630573248,0.7707006369426752,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,23.240988115085678,79.75182806541768,1.1421557536065452,896,Normal,Stable: Monitor weekly.
Nagaland,Mon,Low Load,1841,0.354155350353069,0.645844649646931,Balanced biometric usage across age groups.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,17.509463976476535,75.71085827858684,1.0912667436811585,2009,Normal,Stable: Monitor weekly.
Nagaland,Niuland,Low Load,99,0.2626262626262626,0.7373737373737373,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,23.867014555492737,80.31360210350462,1.1228539722096151,111,Normal,Stable: Monitor weekly.
Nagaland,Noklak,Low Load,75,0.2133333333333333,0.7866666666666666,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,23.224294394534045,81.99183120225813,1.1506834541709714,86,Normal,Stable: Monitor weekly.
Nagaland,Peren,Low Load,747,0.3440428380187416,0.6559571619812584,Balanced biometric usage across age groups.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,21.164178816386578,79.09957081404032,1.188078965725873,887,Normal,Stable: Monitor weekly.
Nagaland,Phek,Low Load,1749,0.1023441966838193,0.8976558033161807,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,20.03341928256792,77.49557270232894,1.0578624279682198,1850,Normal,Stable: Monitor weekly.
Nagaland,Shamator,Low Load,67,0.2686567164179104,0.7313432835820896,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,20.066767686869696,81.15103724584125,1.2098820797818086,81,Normal,Stable: Monitor weekly.
Nagaland,Tseminyu,Low Load,60,0.2166666666666666,0.7833333333333333,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,21.405387448121054,82.10018631963877,1.1755800778981815,70,Normal,Stable: Monitor weekly.
Nagaland,Tuensang,Low Load,1081,0.2636447733580018,0.7363552266419982,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,20.1370401150335,79.81671662975003,1.0663518063897743,1152,Normal,Stable: Monitor weekly.
Nagaland,Wokha,Low Load,1394,0.1779053084648493,0.8220946915351507,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,21.64046042473591,79.69357729845059,1.2247157248213554,1707,Normal,Stable: Monitor weekly.
Nagaland,Zunheboto,Low Load,1677,0.096004770423375,0.9039952295766248,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,22.211070184684132,76.85946774699845,1.2341744801063625,2069,Normal,Stable: Monitor weekly.
Odisha,Angul,Medium Load,7647,0.3590950699620766,0.6409049300379234,Balanced biometric usage across age groups.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,20.999455110183163,83.50689921123339,1.0622155919709728,8122,Normal,Stable: Monitor weekly.
Odisha,Anugal,Low Load,1,0.0,1.0,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,20.48804531057925,85.04066827448506,1.1053755296294407,1,Normal,Stable: Monitor weekly.
Odisha,Anugul,Low Load,355,0.2478873239436619,0.752112676056338,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,21.55889703818189,86.89212421034482,1.2112402559586122,429,Normal,Stable: Monitor weekly.
Odisha,Balangir,Medium Load,12217,0.3290496848653516,0.6709503151346484,Balanced biometric usage across age groups.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,21.352604266193424,86.06437566470625,1.1996519380767316,14656,Normal,Stable: Monitor weekly.
Odisha,Baleshwar,Medium Load,3218,0.2327532628962088,0.7672467371037912,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,20.97506423798081,85.62641612550533,1.0869042038712755,3497,Normal,Stable: Monitor weekly.
Odisha,Baleswar,Medium Load,12620,0.4098256735340729,0.590174326465927,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,19.23372886453509,84.1075663233674,1.0918698646673421,13779,Normal,Stable: Monitor weekly.
Odisha,Bargarh,Medium Load,11285,0.3236154186973859,0.6763845813026141,Balanced biometric usage across age groups.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,20.397412372820554,84.97997342002606,1.1240944205582764,12685,Normal,Stable: Monitor weekly.
Odisha,Baudh,Low Load,924,0.0692640692640692,0.9307359307359307,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,19.132594982009536,83.65009639021328,1.1469045970382044,1059,Normal,Stable: Monitor weekly.
Odisha,Bhadrak,Medium Load,10802,0.3651175708202184,0.6348824291797815,Balanced biometric usage across age groups.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,20.057257231165224,86.9761307636042,1.1736509543060591,12677,Normal,Stable: Monitor weekly.
Odisha,Boudh,Low Load,3421,0.3186202864659456,0.6813797135340544,Balanced biometric usage across age groups.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,20.275388028412202,85.01816423244833,1.1237827279139545,3844,Normal,Stable: Monitor weekly.
Odisha,Cuttack,High Load,16712,0.3068453805648635,0.6931546194351365,Balanced biometric usage across age groups.,"High biometric authentication pressure detected. Recommended actions: increase Aadhaar authentication infrastructure, deploy additional servers, and optimize load distribution.",19.73439085095357,85.53312028430308,1.1425069432266297,19093,High Risk,CRITICAL: Deploy 19 additional mobile units.
Odisha,Debagarh,Low Load,2032,0.3464566929133858,0.6535433070866141,Balanced biometric usage across age groups.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,20.072732862063898,83.91797031375371,1.1994941876267513,2437,Normal,Stable: Monitor weekly.
Odisha,Dhenkanal,Medium Load,11584,0.3614468232044199,0.6385531767955801,Balanced biometric usage across age groups.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,21.016290513783915,83.11202319664169,1.0573366405781197,12248,Normal,Stable: Monitor weekly.
